timestamp,headline,sentiment,price,action,tx_hash
2026-04-05 16:43:21,Global economic crisis causes markets to plummet.,0.1,67039.88,HOLD/STANDBY,N/A
2026-04-05 23:34:18,Global economic crisis causes markets to plummet.,0.1,67346.97,HOLD/STANDBY,N/A
2026-04-05 23:38:32,Global economic crisis causes markets to plummet.,0.1,67309.97,HOLD/STANDBY,N/A
